item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,lexile,call_number,ddc,lcc,lccn,oclc,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"El Collar de Fuego (Novela Historica) (Spanish Edition)","Valerio Evangelisti",Valerio,Evangelisti,9789707802216,9707802219,"La guerra contra los tejanos, la modernización del país, Benito Juárez y la lucha contra Maximiliano, la dictadura de Porfirio Díaz, las revueltas campesinos del norte y del sur, las guerras de castas, el ferrocarril y las matanzas y deportaciones de indígenas. Todo es visto a través de las vicisitudes de muchos personajes.",Grijalbo,2007-10-01,,"novela, novela histórica",,,458,,,853,PQ4865.V35,,970570807,,,,,,,,,,,,,2020-08-04,1
book,"La insorpotable levedad del ser","Milan Kundera",Milan,Kundera,9789687723013,9687723017,"Esta es una extraordinaria historia de amor, o sea de celos, de sexo, de traiciones, de muerte y tambi&eacute;n de las debilidades y paradojas de la vida cotidiana de dos parejas cuyos destinos se entrelazan irremediablemente.",Tusquets,,,novela,,,320,,,891.8635,PG5039.21.U6,,44415672,,,,,,,,,,,,,2020-08-04,1
book,"Cuentos / Stories (Spanish Edition)","Leopoldo Alas",Leopoldo,Alas,9788497590662,849759066X,"Cuentos de Leopoldo Alas",,2002-07-19,,"cuentos, novela",,,232,,,863.5,PQ6503.A4,,317483702,,,,,,,,,,,,,2020-08-04,1
book,"¡Carajo! Personas, animales y cosas en el fin del mundo.","Antonio Calera -Grobet",Antonio,-Grobet,9786077742586,6077742589,"En las páginas de ¡Carajo! la nota roja o de rarezas accede a meditación metafísica  y de allí se transforma en apunte patafísico, es decir, relativo a la ciencia de las soluciones imaginarias y las leyes que regulan las excepciones y las anomalias.",Aldus,2012-01-01,,novela,,,212,,,,"PQ7298.413.A412 C37",2012461881,812882154,,,,,,,,,,,,,2020-08-04,1
book,"El jardín de humo: Y otros cuentos de intriga (El Club Diógenes) (Spanish Edition)(Spanish) Paperback – September 1, 2005",,,,9788477025221,8477025223,"Cuatro cuentos insólitos de Chesterton.",,,,"cuentos, novela",,,280,,,,PR4453.C4,,946947039,,,,,,,,,,,,,2020-08-04,1
book,"La Metáfora de Borges","Juan Manuel García Ramos",Juan,Ramos,9788437505329,8437505321,"Garc a Ramos, cr tico y profesor de filolog a, emprende aqu un estudio sobre el precepto borgeano de la cr tica, como una metaforizaci n de la creaci n. Apreciamos el fundamento tranquilo de una sabidur a implacable que es el que se refiere a los lugares comunes como met foras nicas.","Fondo de Cultura Económcia",2003-06-11,,"ensayo, literatura",,,91,,,928,PQ7797.B635,,883579896,,,,,,,,,,,,,2020-08-04,1
book,"TRES DIAS Y UN CENICERO y otros cuentos","Juan José Arreola",Juan,Arreola,9789707100329,970710032X,"El autor atrapa al lector con esta colección de cuentos, con pequeños mounstros personales, espectáculos insólistos, mundos trazados y mucho más.","PUNTO DE LECTURA",,,"cuentos, novela",,,186,,,863.64,PQ7297.A853,,48999633,,,,,,,,,,,,,2020-08-04,1
book,"Fin de Viaje","Virginia Woolf",Virginia,Woolf,9788421711682,8421711687,"Virginia Stephen naci&oacute; en Londres en 1882. Adopt&oacute; el apellido de su esposo Leonard Woolf al contraer matrimonio y con &eacute;l se dar&iacute;a a conocer como escritora y como participe del grupa de Bloomsbury, del que fue miembro destacado. Entre sus novelas cabe mencionar Al Faro, Orlando, de la cual se ha realizado una pel&iacute;cula, Flush y Las Olas. Su obra se considera una de las cumbres de la narrativa del siglo XX. Se suicido en 1941. A trav&eacute;s de su personaje, Rachel Vinrace, que se encuentra en un extra&ntilde;o hotel de un pa&iacute;s sudamericano, Virginia Woolf hace un brillante retrato de la condici&oacute;n femenina y de toda una &eacute;poca, desbordando el peque&ntilde;o espacio f&iacute;sico para trazar la universalidad de su pensamiento, un tema iniciado en &eacute;sta, su primera novela y que ser&aacute; la base fundamental en la mayor&iacute;a de sus obras.","Noguer y Caralt",,,novela,,,324,,,823.912,PR6045.O72,,434594344,,,,,,,,,,,,,2020-08-04,1
book,"Diario de Greg 14: Arrasa con todo","Jeff Kinney",Jeff,Kinney,9786075571010,6075571019,"Una herencia indesperada da a la familia de Greg Heffley la oportunidad de remodelar su casa. Pero pronto se dan cuenta que hacer obras no es tan sencillo como parece.
Una vez derribados los tabiques, surgen los problemas: maderas podridas, mohos tóxicos, bichos desagradables y algo todavía más siniestro hacen que Greg y su familia se pregunten si todo esto vale la pena.",Oceano,,"Diario de Greg","diario de greg, diario de greg 14, novela gráfica",,,217,,,,,,,,,,,,,,,,,,,2020-08-05,3
book,"El lobo estepario","Herman Hesse",Herman,Hesse,9786074537062,6074537062,"El lobo estepario surgió a consecuencia de una crisis emocional y psicológica de Hesse, que sufrió un cuadro depresivo tras separarse de Ruth Wenger, su segunda esposa. El lobo estepario recrea ese estado, que incluyó fantasías suicidas y una agresiva misantropía. Muchos lectores se identificaron con la figura del ""lobo estepario"", un disidente existencial que defiende ferozmente su independencia y su derecho a ser diferente.","Buque de letras",,,"de libro a película, novela",,,201,,,,,,1156993593,,,,,,,,,,,,,2020-08-05,1
book,"El extranjero","Albert Camus",Albert,Camus,9786070738548,6070738543,"Extranjero en la tierra, extranjero de sí mismo, Meursault vive una angustiosa situación. Íntimamente ajeno al alcance moral de sus actos, llega al asesinato, a la prisión, al patíbulo y no hay para él, en este inevitable proceso, ni rebeldía ni esperanza. En estas páginas magistrales el realismo logra la perfección. El extranjero, un clásico de la literatura contemporánea.","Booket Planeta",2014-01-01,,"literatura clásica",,,159,,,843.914,PQ2605.A3734,,,,,,,,,,,,,,,2020-08-05,1
book,"Crepúsculo en Oslo (Spanish Edition)","Anne Holt, Cristina Gómez Baggethum",Anne,Holt,9788496940512,8496940519,"En la ciudad de Oslo, una conocida presentadora de televisión aparece asesinada en su domicilio. El superintendente Yngvar y la que fuera profiler del FBI, Inger Johanne Vik, son requeridos para llevar a cabo la investigacion. Una posible conexión entre los hechos presentes y su pasado como miembro del FBI.",Rocabolsillo,,,,,,361,,,839.82374,PT8951.18.O386,,733845113,,,,,,,,,,,,,2020-08-05,1
book,"Un mundo feliz. Prologo con resena critica de la obra, vida y obra del autor, y marco historico. (Spanish Edition)","Aldous Huxley",Aldous,Huxley,9786071411075,6071411076,"Bernard Marx vive en un mundo ideal, donde cada persona esta clasificada segun las aptitudes que le son asignadas antes de nacer por la direccion de crianza y acondicionamiento. En Norte America, exise una reserva salvaje, donde los humanos aun habitan sin restricciones. Tras una visita de Bernard a esta reserva, llevara consigo a un &quot;&quot;salvaje&quot;&quot; de la reserva, quien se sentira totalmente fuera de sitio en esta organizacion &quot;&quot;perfecta&quot;&quot;. Una novela desconcertante, que te llevara a preguntarte si la sociedad puede realmente existir y a que precio.","Editores mexicanos unidos",2013-03-01,,"literatura clásica",,,199,,,823.912,PR6015.U9,98008385,,,,,,,,,,,,,,2020-08-05,1
book,"Cien años de soledad: Edición Conmemorativa","Gabriel Garcia Marquez",Gabriel,Marquez,9788420471839,8420471836,"La Real Academia Española celebra el 40 aniversario de la obra maestra de García Márquez en esta hermosa edición conmemorativa. Prólogos de Carlos Fuentes, Álvaro Mutis, Mario Vargas Llosa y otros intelectuales. Cien años de soledad es la primera pieza de literatura desde el Libro del Génesis que se debe leer para toda la raza humana. -New York Times Book Review.","Real Academia Española",2007-03-21,,"gabriel garcía márquez, literatura clásica, novela",,,756,,,863,PQ8180.17.A73,74083632,123015153,,,,,,,,,,,,,2020-08-05,1
book,"La ciudad de las bestias (Spanish Edition)","Isabel Allende",Isabel,Allende,9789707804265,9707804262,"Alexander Cold es un muchado americano de quince anos que parte al Amazonas con su abuela Kate, periodista especializada en viajes. La expedicion se interna en la selva en busca de una estrana bestia gigantesca. Junto con su companera de viaje, Nadia Santos, y un centenraio chaman indigena, Alex conocera un mundo sorpendente. El universo ya conocido de Isabel Allende se amplia en La Ciudad de las Bestian con nuevos elementos de realismo magico, aventura y naturaleza. Los jovenes protagonistas, Nadia y Alexander, se interman en la inexplorada serlva amazonica llevando de la mano al lector en un viaje sin pausa por un territorio misterioso donde se borran los limites entre la realidad y el sueno, donde hombresy dioses se confunden, donde los espiritus andan de la mano con los vivos.",Debolsillo,2008-04-15,,novela,,,294,,,863.64,PQ8098.1.L54,,312108217,,,,,,,,,,,,,2020-08-05,1
book,"Las olas","Virginia Woolf",Virginia,Woolf,9789706331342,9706331344,"Las olas contiene una original belleza de relato por la perfección revolucionaria de su técnica. Seis monólogos interiores formulan seis vidas múltiples y dispares.",Coyoacán,2013-01-01,,"literatura clásica, novela",,,243,,,823.912,PR6045.O72,,970420014,,,,,,,,,,,,,2020-08-05,1
book,"Fahrenheit 451°","Ray Bradbury",Ray,Bradbury,9786074553161,6074553165,"""Montag sintió que su sonrisa desaparecería, se fundía, era absorbida por su cuerpo como una corteza de sebo, como el material de una vela fantástica que hubiese ardido demasiado tiempo para acabar apagándose. Así empieza el proceso mediante el cual Guy Montag, miembro ejemplar del cuerpo de bomberos (cuya heróica labor consiste en reducir los libros a cenizas), empieza a tomar conciencia de la alineación de una sociedad que ha prohibido la lectura y que persigue a cualquiera que se atreva a poseer un libro.",Debolsillo,2009-01-01,,"literatura clásica, novela",,,177,,,813.54,PS3503.R167,,907019906,,,,,,,,,,,,,2020-08-05,1
book,"El calendario del jardinero","Adam Pasco",Adam,Pasco,,,"El secreto del éxito en cualquier jardín es hacer lo adecuado en el momento oportuno. El libro le ayudará a llevar a cabo una cuidadosa planificación.",Blume,,,"botánica, jardinería, plantas",,,64,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"ABC de la jardinería","Frnacisco Javier Alonso de la Paz",Frnacisco,Paz,,,"Una obra exclusiva basada en un texto práctico y amno, ilustrada con atractivas imágenes y dibujos paso a paso, que le ayudará a despejar definitivamente las incógnitas que puedan presenársele en jardinería exterior.",AGATA,,,"botánica, jardinería, plantas",,,95,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,Criaturas,Varios,Varios,Varios,,,"Mariana Osorio Gumá
Antonio Ramos Revillas
Ana Romero
Juan Carlos Quezadas
Antonio Malpica
Martha Riva Palacio

Cuentos de extraña imaginación.",Castillo,,,"jóvenes lectores, misterio, novela juvenil",,,131,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"Cuentos de misterio y terror","Guy Maupassant / Edgar Allan Poe",Guy,Poe,,,"Los maestros del cuento de terror nos ofrecen algunas de sus mejores obras, las que lo mantendrán en permanente suspenso.",EMU,,,terror,,,95,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"La hora más bella de Sor Juana","Alejandro Soriano Vallés",Alejandro,Vallés,,,"Un engaño encubre los días de Sor Juana: si bien de manera unánime los testimonios de sus contemporáneos señalan como su hora más bella el momento en que cedió sus libros e instrumentos científicos en favor de los necesitados, una gran mayoría de investigaciones señalan que no fue así. Reivindica su auténticos semblante.","el centauro",,,"ensayo, sor juana",,,284,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"El nombre y la cosa","José Saramago",José,Saramago,,,"El nombre y la cosa, parecía una disertación acerca del antiguo problema filosófico ya presenteen el Cratilo de Platón, que trata la relación entre el nombre y la cosa. Sin embargo, el ensayo, producto de conferencias que el escritor portugués, resulta una fuerte crítica de la situación política en el mundo.","Fondo de cultura económica",,,ensayo,,,88,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"Divina comedia","Dante Alighieri",Dante,Alighieri,,,"Una adaptación para todas las edades. Una de las obras más importantes de la literatura universal. Obra riquísima en contenido, esta obra pretende facilitar su comprensión al lector de hoy.",GADIR,,,"grandes lectores, novela juvenil",,,185,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"Divina comedia","Dante Alighieri",Dante,Alighieri,,,"Es una de las obras más importantes de la literatura universal. Obra riquísima en contenido y en esta adaptación pretende facilitar su comprensión al lector de hoy, desde los niños.",GADIR,,,"novela juvenil",,,185,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"Juan José Arreola Antología","Juan José Arreola",Juan,Arreola,,,"Obras de Juan José Arreola seleccionadas por José Agustín",IM,,,"cuentos, novela",,,131,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"La noche navegable","Juan Villoro",Juan,Villoro,,,"Primer libro de Juan Villoro. Once cuentos al rescate del habla, ambiente y el perfil de los jóvenes.",Booket,,,"cuentos, novela",,,130,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"La condena y otro relato","Franz Kafka",Franz,Kafka,,,"La condena es un pequeño relato de 1912, y uno de los primeros que Kafka diera a publicación. La otra obra es Blumfeld, un solterón data de 1915.",,,,"cuentos, novela",,,105,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"El loco / El vagabundo","Jalil Gibran",Jalil,Gibran,,,"El loco y El vagabundo son obras que están unidas por su temática. Parábolas que invitan a reflexionar sobre lo humano, el amor, el silencio, la paz interior. Nos enseñan que la percepción espiritual es alcanzable.","Editores mexicanos unidos",,,"literatura clásica",,,95,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"El señor de las moscas","William Golding",William,Golding,,,"Las ventajas y dificultades que entraña la convivencia humana constituyen el tema central de esta obra.",,,,"literatura clásica",,,249,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"El sol de Breda","Arturo Pérez-Reverte",Arturo,Pérez-Reverte,,,"Flandes, 1625. Alistado como mochilero del capitán Alatriste en los tercios viejos que asedian Breda. Estocadas, asaltos, batallas, desafíos, saqueos y motines de la infantería española, jalonarán su camino a través de un mundo devastado por el invierno y la guerra.",Alfaguara,,,"novela histórica",,,255,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"El sol de Breda","Arturo Pérez-Reverte",Arturo,Pérez-Reverte,,,"Flandes, 1625. Alistado como mochilero del capitán Alatriste en los tercios viejos que asedian Breda. Estocadas, asaltos, batallas, desafíos, saqueos y motines de la infantería española, jalonarán su camino a través de un mundo devastado por el invierno y la guerra.",Alfaguara,,,"novela histórica",,,255,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"Limpieza de sangre","Arturo Pérez-Reverte",Arturo,Pérez-Reverte,,,"A punto de incorporarse a su antiguo tercio en Flandes, Diego Alatriste se ve envuelto por mediación de su amigo don Francisco de Quevedo en otra peligrosa aventura.",Alfaguara,,,"novela histórica",,,251,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"Cuadernos de viaje","Julieta Campos",Julieta,Campos,,,"Este es el testimonio de una vida dedicada a la literatura y las artes, y enriquecida por sus compañeros de viaje: Enrique, Anaïs Nin, Elena Poniatowska, Mario Vargas Llosa, Juan Soriano.",Alfaguara,,,novela,,,365,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"Aureliano Urrutia","Cristina Urrutia Martínez",Cristina,Martínez,,,"Ministro de Gobernación durante la administración de Victoriano Huerta, es uno de los villanos favoritos de nuestra historia, pero ¿qué tanc ciertas son esas acusaciones que le rodean? Se aborda la existencia de un hombre polifacético.",,,,biografía,,,330,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"El Quijote para jóvenes","Felipe Garrido",Felipe,Garrido,,,"La novela clásica es larga y su lenguaje puede resultar extraño. Pero si alguien nos la cuenta, si nos da algunas claves para entenderla mejor, muchos más podrían disfrutarla, Eso es lo que Felipe Garrido hace en este volumen, presentar las aventuras y desventuras de don Quijote y Sancho Panza para que el joven lector se acerque a esta joya.",Santillana,,,"literatura clásica",,,295,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"Las palabras y los días","Octavio Paz",Octavio,Paz,,,"A cada pregunta, Octavio Paz responde con un ensayo que es, al tiempo, una puerta de entrada al conjunto de su obra y un ""mundo alucinante"" en sí mismo.","Fondo de cultura económica",,,ensayo,,,317,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"El guardián entre el centeno","J.D. Salinger",J.D.,Salinger,,,"Una obra clásica contemporánea.",Edhasa,,,"literatura clásica",,,274,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"El cuento de invierno / La tempestad","William Shakespeare",William,Shakespeare,,,"Dos obras dramáticas del gran autor Shakespeare.",Planeta,,,"drama, teatro",,,162,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"El año de muerte de Ricardo Reis","José Saramago",José,Saramago,,,"Ricardo Reis, desde el Hotel Braganca, se va encontrando una Lisboa de algodón donde los hombres y mujeres se dan besos sin futuro. Lisboa es para él un gran silencio rumoroso. Nada más.","Punto de lectura",,,novela,,,506,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"Obras de Emilio Carballido","Emilio Carballido",Emilio,Carballido,,,"Dramaturgia. Colección de cinco piezas.
Orinico, Rosa de dos aromas, El mar y sus misterios, Escrito en el cuerpo de la noche, Los esclavos de Estambul.","Fondo de cultura económica",,,"drama, teatro",,,271,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"Pandión el arte de pescar","Alberto Tapia",Alberto,Tapia,,,"Pandión, águila pescadora que anida en carbones y riscos de la península bajacaliforniana, un depredador con un refinado arte para pescar. A imitación de esta ave, este libro busca llamar la atención sobre la importancia del uso racional y conservación de los recursos marítimos.",SEP,,,manual,,,149,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"Soleil McCarthy y el secreto del universo","Aseret Franco",Aseret,Franco,,,"Soleil es una adolescente preocupada unicamente por terminar su último año de preparatoria y entrar a la universidad. Sin embargo, un viaje a Grecia hará que su vida cambie para siempre. Ahí descubrirá historias sobre dioses y mitologías, enfrentará peligros y revelará secretos perdidos por más de mil años.",ILCSA,,,"jóvenes lectores, novela juvenil",,,524,,,,,,,,,,,,,,,,,,,2020-08-11,1
book,"Dr. Peninsular",Rangel,Rangel,Rangel,,,"Dos personas, padre e hija, emprenden un viaje sin retorno. Ambos se ocultan el uno del otro, motivos secretos que los impulsan a huir. La muerte es un secreto que ningún viajero debería llevar en su equipaje.","Calíope ",,,"baja california, novela histórica",,,365,,,,,,,,,,,,,,,,,,,2020-08-12,1
book,"Milagros caninos","Paty Ruiz",Paty,Ruiz,,,"Relatos conmovedores, consejos prácticos para cuidar a tu mascota y un proyecto de amor.",Diana,,,"cómo hacer, cosas y lugares, manual",,,203,,,,,,,,,,,,,,,,,,,2020-08-12,1
book,"Tras los pasos de los braceros","Aidé Grijalba, Rafael Arriaga",Aidé,Grijalba,,,"¿Quienes eran los braceros? Esa es una pregunta que hemos tratado de contestar a lo largo de este libro, que cuenta con las colaboraciones de diversos estudios sobre el tema.",JP,,,"baja california, ensayo",,,442,,,,,,,,,,,,,,,,,,,2020-08-12,1
book,"Humo niebla",Rangel,Rangel,Rangel,,,"El libro describe el eterno peregrinar por la frontera norte de México, en la segunda mitad del siglo XX. Al final, cansado, viejo, decepcionado, el protagonista es alcanzado por el progreso. La transparencia del desierto quedó atrás. El Humo Niebla lo cubre todo.","Calíope ",,,"baja california, novela histórica",,,628,,,,,,,,,,,,,,,,,,,2020-08-12,1
book,"Punta de fierro",Rangel,Rangel,Rangel,,,"Corre el año de 1937. Un pequeño pueblo está a punto de perder el mundo. Arrastrada por los hechos, una prominente familia lucha por evitar la desintegración.","Calíope ",,,"baja california, novela histórica",,,1066,,,,,,,,,,,,,,,,,,,2020-08-12,1
book,"El libro de las pandemias","Dr. Peter More",Dr.,More,,,"Las 50 plagas e infecciones más virulentas del mundo.",Oceano,,,"medicina, salud",,,144,,,,,,,,,,,,,,,,,,,2020-08-12,2
book,"Los detectives del espacio: El emperador amenazado","Fabian Lenk",Fabian,Lenk,,,"Atrévete a entrar en Tempus, la asombrosa habitación de la historia, los detectives del tiempo poseen la llave de la habitación secreta. 
El emperador Tito está siendo extorsionado. Un desconocido en las sombras exige el cierre del Coliseo y amenaza con arruinar los próximos juegos de gladiadores.","Ediciones B",,,"grandes lectores, novela histórica",,,171,,,,,,,,,,,,,,,,,,,2020-08-12,1
book,"¿Sueñan los androides con ovejas eléctricas? Blade Runner","Philip K. Dick",Philip,Dick,,,"Rick Deckard, policía de San Francisco y cazador de andriodes, antes de emprender el último esfuerzo para concluir la misión que le fue encomendada y de la cual depende el futuro de los pocos seres humanos que aún se atreven a permanecer en la Tierra.",Edhasa,,,"jóvenes lectores, novela juvenil",,,314,,,,,,,,,,,,,,,,,,,2020-08-12,1
book,"Símbolos naturales","Mary Douglas",Mary,Douglas,,,"Frente a la opinión convencional que advierte una contradicción lógica en la adjetivación como ""natural"" de un símbolo (ya que éste sería un artificio humano nacido de la experiencia y que sólo cobra significación dentro de un esquema cultural) Mary Douglas mantiene que los elementos afines entre los sistemas sociales implican, tambien, un sistema común de Símbolos naturales.",Alianza,,,"antropología, filosofía",,,198,,,,,,,,,,,,,,,,,,,2020-08-13,1
book,Cumpleaños,"Carlos Fuentes",Carlos,Fuentes,,,"Es un libro de fantasmas, una novela de misterio y acaso una de las enciclopedias más esbeltas del mundo. 
Un hombre muy viejo ha llegado a una casa que habitan una mujer y un niño. Sólo que el niño puede verla y la mujer no.","Camara Nacional de la industria Editorial Mexicana",,,novela,,,96,,,,,,,,,,,,,,,,,,,2020-08-13,1
book,Konrad,"Christine Nöstlinger",Christine,Nöstlinger,,,"¿Será posible que ahora los niños vengan enlatados? ¿Realmente existirá algo parecido a un niño perfecto? Pues tal perece que Konrad es la respuesta a ambas interrogantes.",Alfaguara,,,"grandes lectores",,,155,,,,,,,,,,,,,,,,,,,2020-08-13,1
book,"Partes un verso a la mitad y sangra","Efraín Bartolomé",Efraín,Bartolomé,,,"23 poemas del uno de lo poetas más reconocidos.
Premio nacional de poesía Jaime Sabines 1996.","La flauta de pan",,,poesía,,,130,,,,,,,,,,,,,,,,,,,2020-08-13,1
book,"Berencice y otras mujeres misteriosas","Edgar Allan Poe",Edgar,Poe,,,"El lector encontrará la pluralidad de un espíritu atento y poderosamente creador. Las mujeres de los relatos de Poe tienen semblantes cadavéricos y extraños ataques epilépticos o de catalepsia y poseen una belleza hermética.",Amazonas,,,misterio,,,208,,,,,,,,,,,,,,,,,,,2020-08-13,1
book,"Finitud y culpabilidad","Paul Ricoeur",Paul,Ricoeur,,,"La decisión de abordar el mal a través del hombre y de la libertad no es una elección arbitraria, sino apropiada a la misma naturaleza del problema. Una libertad que se hace cargo del mal tiene el camino abierto a una comprensión de sí misma excepcionalmente pletórica de sentido.",Taurus,,,filosofía,,,502,,,,,,,,,,,,,,,,,,,2020-08-13,1
book,"Movimiento perpetuo","Augusto Monterroso",Augusto,Monterroso,,,"Este libro supone una ruptura de los moldes narrativos. No es una novela al uso; el propio autor explica la esencia de este singular volúmen: ""El ensayo del poema de la vida es un movimiento perpetuo; eso es, un movimiento perpetuo.",,,,ensayo,,,121,,,,,,,,,,,,,,,,,,,2020-08-13,1
book,"Memorias de Adriano","Marguerite Yourcenar",Marguerite,Yourcenar,,,"Un emperador romano se inclina sobre su pasado: el poder, las conquistas, los turbios episodios palaciegos... Adriano cuenta su historia a lo largo de capítulos de admirable belleza narrativa.",Hermes,,,"novela histórica",,,380,,,,,,,,,,,,,,,,,,,2020-08-13,1
book,"La urna y otras historias de amor","Felipe Garrido",Felipe,Garrido,,,"Cuentos selectos del autor.","La centena",,,"cuentos, novela",,,85,,,,,,,,,,,,,,,,,,,2020-08-13,1
book,"Rostro y corazón de Anáhuac","Miguel León Portilla",Miguel,Portilla,,,"Anáhuac es el nombre con que los pueblos nahuas designaban las tierras próximas al agua. Mi propósito es mostrar algunos de los principales aspectos del rostro cultural del México antiguo.","Cámara Nacional de la industria Editorial Mexicana",,,"historia, prehispánico",,,157,,,,,,,,,,,,,,,,,,,2020-08-13,1
book,"El aleph","Jorge Luis Borges",Jorge,Borges,,,"Este volúmen reúne 18 relatos controversiales que muestran las posibilidades de la estética de la inteligencia borgiana.",Emecé,,,"cuentos, novela",,,181,,,,,,,,,,,,,,,,,,,2020-08-13,1
book,Lluvia,"W. Somerset Maugham",W.,Maugham,,,"Relatos escogidos.","Argos Vergara",,,"cuentos, novela",,,236,,,,,,,,,,,,,,,,,,,2020-08-13,1
book,"La llamada de la selva / A propósito de Jack London y su obra","Jack London",Jack,London,,,"Obras y autobiografía.",,,,"cuentos, novela",,,170,,,,,,,,,,,,,,,,,,,2020-08-13,1
book,"Escribiendo para el futuro","Claudia Peñalosa, Josué Rodríguez, Nancy Reyes, Claudia Flores, Adriana Pedroza, Valeria González",Claudia,Peñalosa,,,"Obras de los ganadores del segundo certámen de literatura para niños ""Escribiendo para el futuro"" 2019.",IMACUM,,,"lectores medianos, libros ilustrados",,,60,,,,,,,,,,,,,,,,,,,2020-08-13,1
book,"Los Gatos vs. Los Perros","Elizabeth Carney",Elizabeth,Carney,9781426324963,1426324960,"Chocolate or vanilla? Creamy peanut butter or crunchy? Cats or dogs? On some matters in life, every kid must take a stance. Ever since the first youngster in history had a pet, cats vs. dogs has been a hotly debated issue at recesses and lunch tables worldwide. Which one's better? Smarter? This reader presents the facts in fun and informative fashion. Kids will love the stimulating Level 3 text as they decide the answer to this question for themselves.National Geographic supports K-12 educators with ELA Common Core Resources.Visit www.natgeoed.org/commoncore for more information.","National Geographic Children's Books",2015-09-08,,,,,48,,,636.8,SF446.5,,910090258,,,,,,,,,,,,,2020-08-25,1
book,"Mi bella desconocida","Lisa Kleypas",Lisa,Kleypas,,,"Julia Wenteorth es una actríz de teatro que tiene a todo Londres a sus pies. Sin embargo: un marido misterioso al que no conoce y a quien no se atreve a mencionar... Durante años, Damon Savage ha estado buscando a la desconocida con quien sus inescrupulosos padre casaron sin consentimiento.",Zeta,,,novela,,,383,,,,,,,,,,,,,,,,,,,2020-08-25,1
book,Adulterio,"Paulo Coelho",Paulo,Coelho,,,"A sus 31 años, Linda tiene todo aquello que muchos sueñan y pocos logran conseguir: una vida perfecta en Ginebra, suiza. De pronto, sin previo aviso, se reencuentra con Jacob, su antiguo amor de la escuela, quien irrumpe en su vida para sacarla de su letargo y hacerla sentir de nuevo esa pasión inesperada que creía olvidada.",Debolsillo,,,novela,,,270,,,,,,,,,,,,,,,,,,,2020-08-25,1
book,"Especial 3 historias","Lynne Graham",Lynne,Graham,,,"El dulce sabor de la venganza
Segunda boda
Una joya en su corona

3 historias de la escritora.",Harlequin,,,novela,,,156,,,,,,,,,,,,,,,,,,,2020-08-25,1
book,"Madame Bovary","Gustave Flaubert",Gustave,Flaubert,,,"""De todos modos no era felíz, ni tampoco lo había sido nunca. Cada sonrisa ocultaba un bostezo de hastío, cada alegría una maldición y lo mejores besos no dejaban en los labios más que el irrealizable anhelo de una más sofisticada voluptuosidad.""",ESPASA,,,"literatura clásica",,,448,,,,,,,,,,,,,,,,,,,2020-08-25,1
book,"El viejo y el mar","Ernest Hemingway",Ernest,Hemingway,,,"En El viejo y el mar la lucha desigual de un hombre contra la naturaleza llena de peligros y zozobras, y contra un enormepez jamás visto, adquiere por momentos connotaciones de heroica epopeya.","Editores mexicanos unidos",,,novela,,,135,,,,,,,,,,,,,,,,,,,2020-08-25,1
book,"Peter Pan","James Barrie",James,Barrie,,,"La historia de Peter Pan ilustrada.",Sol,,,"pequeños lectores",,,36,,,,,,,,,,,,,,,,,,,2020-08-25,1
book,"Romper el cerdito","Etgar Keret",Etgar,Keret,,,"La alcancía del cerdito vivió una larga vida en mi cuarto. Conforme seguí creciendo, continué tragándome mis lágrimas. Incuso ahora, más de cuarenta y cinco años después.","Sexto piso",,,"lectores medianos, libros ilustrados",,,25,,,,,,,,,,,,,,,,,,,2020-08-31,1
book,"Once minutos","Paulo Coelho",Paulo,Coelho,,,"Es una obra de realismo social y crítico a través del erotismo y el sexo. REclama la importancia de no negar los instintos que surgen del lado oscuro del deseo. Es la reveindicación de la sexualidad femenina y la exploración del miedo a la entrega total más allá de tus propias barreras.",Debolsillo,,,novela,,,307,,,,,,,,,,,,,,,,,,,2020-08-31,1
